date,product,qty,sales,region
2025-04-25,Monitor,2,400,South
2025-04-25,Keyboard,4,160,South
2025-04-25,Keyboard,4,160,West
2025-04-25,Phone,2,1000,South
2025-04-25,Keyboard,2,80,West
2025-04-25,Mouse,4,100,East
2025-04-25,Monitor,2,400,East
2025-04-25,Keyboard,1,40,East
2025-04-25,Phone,4,2000,East
2025-04-25,Monitor,2,400,South
2025-04-25,Phone,3,1500,East
2025-04-26,Keyboard,1,40,East
2025-04-26,Laptop,3,2400,North
2025-04-26,Phone,1,500,South
2025-04-26,Phone,4,2000,South
2025-04-26,Monitor,1,200,East
2025-04-26,Phone,4,2000,North
2025-04-26,Monitor,1,200,West
2025-04-26,Laptop,4,3200,North
2025-04-26,Keyboard,3,120,North
2025-04-26,Laptop,3,2400,East
2025-04-26,Laptop,3,2400,South
2025-04-26,Keyboard,4,160,West
2025-04-26,Phone,3,1500,East
2025-04-26,Mouse,3,75,North
2025-04-26,Monitor,4,800,West
2025-04-26,Keyboard,3,120,North
2025-04-26,Laptop,2,1600,East
2025-04-26,Phone,1,500,North
2025-04-26,Keyboard,3,120,North
2025-04-26,Phone,3,1500,East
2025-04-26,Mouse,1,25,East
2025-04-26,Mouse,1,25,North
2025-04-26,Keyboard,3,120,North
2025-04-26,Keyboard,3,120,North
2025-04-26,Monitor,1,200,North
2025-04-26,Keyboard,3,120,East
2025-04-26,Keyboard,1,40,South
2025-04-26,Laptop,1,800,South
2025-04-27,Keyboard,4,160,North
2025-04-27,Headphones,3,180,West
2025-04-27,Phone,4,2000,South
2025-04-27,Headphones,4,240,North
2025-04-27,Keyboard,3,120,North
2025-04-27,Mouse,2,50,North
2025-04-27,Mouse,4,100,East
2025-04-27,Phone,4,2000,North
2025-04-27,Laptop,2,1600,East
2025-04-27,Monitor,4,800,South
2025-04-27,Laptop,4,3200,North
2025-04-27,Mouse,1,25,South
2025-04-27,Laptop,4,3200,West
2025-04-27,Keyboard,2,80,East
2025-04-27,Keyboard,2,80,West
2025-04-27,Keyboard,1,40,West
2025-04-27,Monitor,2,400,North
2025-04-27,Keyboard,1,40,West
2025-04-27,Headphones,3,180,North
2025-04-27,Laptop,1,800,South
2025-04-27,Monitor,2,400,North
2025-04-27,Keyboard,3,120,North
2025-04-27,Phone,2,1000,North
2025-04-27,Mouse,2,50,West
2025-04-27,Phone,2,1000,North
2025-04-27,Keyboard,2,80,South
2025-04-27,Headphones,1,60,East
2025-04-27,Monitor,1,200,West
2025-04-27,Monitor,4,800,West
2025-04-27,Mouse,3,75,North
2025-04-27,Keyboard,2,80,West
2025-04-27,Phone,2,1000,North
2025-04-27,Keyboard,3,120,West
2025-04-27,Laptop,4,3200,West
2025-04-27,Phone,4,2000,East
2025-04-28,Headphones,3,180,South
2025-04-28,Laptop,2,1600,North
2025-04-28,Monitor,3,600,West
2025-04-28,Mouse,1,25,North
2025-04-28,Phone,3,1500,West
2025-04-28,Laptop,2,1600,West
2025-04-28,Headphones,1,60,West
2025-04-28,Mouse,3,75,West
2025-04-28,Headphones,1,60,West
2025-04-28,Headphones,4,240,North
2025-04-28,Laptop,4,3200,West
2025-04-28,Mouse,2,50,East
2025-04-28,Keyboard,4,160,East
2025-04-28,Mouse,1,25,North
2025-04-28,Phone,2,1000,West
2025-04-28,Mouse,3,75,West
2025-04-28,Keyboard,2,80,West
2025-04-28,Phone,4,2000,North
2025-04-28,Mouse,4,100,West
2025-04-28,Keyboard,2,80,East
2025-04-28,Keyboard,2,80,North
2025-04-28,Laptop,3,2400,South
2025-04-28,Keyboard,3,120,South
2025-04-28,Laptop,2,1600,North
2025-04-28,Phone,3,1500,North
2025-04-28,Headphones,3,180,North
2025-04-28,Mouse,4,100,West
2025-04-28,Keyboard,3,120,East
2025-04-28,Keyboard,3,120,East
2025-04-29,Laptop,3,2400,West
2025-04-29,Monitor,4,800,South
2025-04-29,Keyboard,1,40,East
2025-04-29,Laptop,2,1600,South
2025-04-29,Phone,1,500,South
2025-04-29,Mouse,4,100,West
2025-04-29,Laptop,3,2400,West
2025-04-29,Monitor,1,200,South
2025-04-29,Monitor,3,600,South
2025-04-29,Mouse,2,50,North
2025-04-29,Monitor,1,200,South
2025-04-29,Monitor,2,400,South
2025-04-29,Monitor,2,400,South
2025-04-29,Phone,2,1000,North
2025-04-29,Monitor,3,600,South
2025-04-29,Monitor,1,200,West
2025-04-29,Keyboard,1,40,East
2025-04-29,Keyboard,1,40,North
2025-04-29,Headphones,1,60,South
2025-04-29,Headphones,3,180,West
2025-04-30,Monitor,1,200,West
2025-04-30,Keyboard,3,120,West
2025-04-30,Headphones,2,120,South
2025-04-30,Laptop,4,3200,East
2025-04-30,Mouse,1,25,South
2025-04-30,Headphones,3,180,East
2025-04-30,Monitor,2,400,South
2025-04-30,Phone,2,1000,West
2025-04-30,Keyboard,3,120,North
2025-04-30,Headphones,1,60,South
2025-04-30,Laptop,3,2400,East
2025-04-30,Mouse,4,100,South
2025-04-30,Phone,3,1500,West
2025-04-30,Mouse,2,50,West
2025-04-30,Monitor,4,800,West
2025-04-30,Monitor,1,200,East
2025-04-30,Laptop,3,2400,West
2025-04-30,Phone,2,1000,North
2025-04-30,Monitor,4,800,North
2025-04-30,Mouse,2,50,West
2025-04-30,Mouse,4,100,West
2025-04-30,Keyboard,2,80,East
2025-04-30,Headphones,1,60,West
2025-04-30,Phone,4,2000,West
2025-04-30,Phone,3,1500,West
2025-04-30,Headphones,2,120,North
2025-04-30,Headphones,1,60,North
2025-04-30,Headphones,4,240,North
2025-04-30,Mouse,2,50,West
2025-04-30,Laptop,2,1600,West
2025-04-30,Headphones,2,120,East
2025-05-01,Laptop,1,800,East
2025-05-01,Laptop,3,2400,West
2025-05-01,Keyboard,1,40,South
2025-05-01,Headphones,3,180,North
2025-05-01,Headphones,2,120,South
2025-05-01,Laptop,2,1600,North
2025-05-01,Keyboard,1,40,West
2025-05-01,Mouse,3,75,South
2025-05-01,Keyboard,1,40,South
2025-05-01,Laptop,2,1600,South
2025-05-01,Mouse,4,100,West
2025-05-01,Phone,3,1500,East
2025-05-01,Laptop,1,800,North
2025-05-01,Phone,1,500,North
2025-05-01,Monitor,2,400,West
2025-05-01,Mouse,1,25,North
2025-05-01,Keyboard,1,40,West
2025-05-01,Headphones,4,240,East
2025-05-01,Mouse,3,75,West
2025-05-01,Phone,3,1500,East
2025-05-02,Keyboard,3,120,East
2025-05-02,Phone,4,2000,North
2025-05-02,Mouse,2,50,West
2025-05-02,Phone,4,2000,East
2025-05-02,Phone,4,2000,North
2025-05-02,Mouse,4,100,North
2025-05-02,Headphones,4,240,East
2025-05-02,Monitor,4,800,South
2025-05-02,Laptop,3,2400,West
2025-05-02,Phone,3,1500,East
2025-05-02,Mouse,1,25,East
2025-05-02,Headphones,4,240,East
2025-05-02,Mouse,4,100,South
2025-05-02,Mouse,4,100,West
2025-05-02,Phone,4,2000,East
2025-05-02,Phone,1,500,North
2025-05-02,Mouse,4,100,West
2025-05-02,Mouse,1,25,East
2025-05-02,Monitor,1,200,South
2025-05-02,Laptop,1,800,North
2025-05-02,Laptop,4,3200,South
2025-05-02,Monitor,1,200,North
2025-05-02,Phone,4,2000,East
2025-05-02,Monitor,1,200,North
2025-05-02,Keyboard,3,120,West
2025-05-02,Headphones,2,120,East
2025-05-02,Keyboard,4,160,West
2025-05-02,Monitor,3,600,East
2025-05-02,Keyboard,3,120,North
2025-05-02,Mouse,1,25,East
2025-05-02,Phone,2,1000,South
2025-05-02,Monitor,1,200,North
2025-05-03,Headphones,3,180,South
2025-05-03,Laptop,2,1600,West
2025-05-03,Headphones,3,180,South
2025-05-03,Keyboard,3,120,West
2025-05-03,Monitor,1,200,South
2025-05-03,Mouse,4,100,North
2025-05-03,Headphones,3,180,East
2025-05-03,Phone,2,1000,West
2025-05-03,Headphones,2,120,East
2025-05-03,Monitor,1,200,North
2025-05-03,Headphones,4,240,South
2025-05-03,Monitor,1,200,North
2025-05-03,Keyboard,4,160,West
2025-05-03,Laptop,3,2400,North
2025-05-03,Mouse,2,50,North
2025-05-03,Laptop,3,2400,North
2025-05-03,Headphones,4,240,North
2025-05-03,Laptop,3,2400,West
2025-05-03,Phone,4,2000,East
2025-05-03,Headphones,2,120,North
2025-05-03,Phone,3,1500,North
2025-05-03,Monitor,1,200,North
2025-05-03,Phone,3,1500,North
2025-05-03,Mouse,1,25,North
2025-05-03,Monitor,2,400,West
2025-05-03,Keyboard,1,40,East
2025-05-03,Laptop,3,2400,North
2025-05-03,Keyboard,4,160,East
2025-05-03,Mouse,3,75,West
2025-05-03,Laptop,1,800,East
2025-05-03,Phone,3,1500,West
2025-05-03,Keyboard,2,80,North
2025-05-03,Headphones,3,180,West
2025-05-03,Headphones,4,240,South
2025-05-03,Phone,1,500,South
2025-05-04,Mouse,3,75,West
2025-05-04,Headphones,1,60,East
2025-05-04,Monitor,1,200,North
2025-05-04,Laptop,4,3200,East
2025-05-04,Mouse,1,25,North
2025-05-04,Headphones,4,240,South
2025-05-04,Mouse,4,100,West
2025-05-04,Monitor,3,600,East
2025-05-04,Keyboard,4,160,East
2025-05-04,Headphones,2,120,North
2025-05-04,Keyboard,3,120,West
2025-05-04,Keyboard,3,120,South
2025-05-04,Monitor,3,600,North
2025-05-04,Mouse,4,100,East
2025-05-04,Monitor,4,800,East
2025-05-04,Headphones,2,120,West
2025-05-04,Headphones,3,180,South
2025-05-04,Keyboard,4,160,West
2025-05-04,Keyboard,1,40,North
2025-05-04,Keyboard,2,80,North
2025-05-04,Headphones,1,60,East
2025-05-05,Laptop,2,1600,North
2025-05-05,Mouse,1,25,West
2025-05-05,Monitor,1,200,South
2025-05-05,Headphones,1,60,South
2025-05-05,Phone,4,2000,North
2025-05-05,Headphones,2,120,North
2025-05-05,Headphones,2,120,South
2025-05-05,Keyboard,1,40,North
2025-05-05,Keyboard,2,80,East
2025-05-05,Monitor,3,600,East
2025-05-05,Monitor,1,200,West
2025-05-05,Keyboard,1,40,West
2025-05-05,Phone,3,1500,South
2025-05-05,Laptop,1,800,West
2025-05-05,Phone,2,1000,North
2025-05-05,Phone,1,500,South
2025-05-05,Monitor,2,400,North
2025-05-05,Keyboard,2,80,North
2025-05-05,Mouse,2,50,South
2025-05-05,Keyboard,1,40,North
2025-05-05,Headphones,1,60,West
2025-05-05,Headphones,3,180,South
2025-05-05,Phone,1,500,East
2025-05-05,Phone,4,2000,West
2025-05-05,Phone,2,1000,South
2025-05-05,Phone,3,1500,East
2025-05-05,Headphones,1,60,East
2025-05-05,Monitor,4,800,East
2025-05-05,Laptop,2,1600,West
2025-05-05,Keyboard,3,120,West
2025-05-05,Headphones,3,180,South
2025-05-06,Monitor,3,600,South
2025-05-06,Headphones,2,120,North
2025-05-06,Laptop,4,3200,West
2025-05-06,Monitor,1,200,East
2025-05-06,Keyboard,3,120,West
2025-05-06,Phone,1,500,West
2025-05-06,Laptop,3,2400,South
2025-05-06,Laptop,2,1600,North
2025-05-06,Headphones,2,120,East
2025-05-06,Mouse,3,75,West
2025-05-06,Monitor,4,800,South
2025-05-06,Monitor,1,200,North
2025-05-06,Keyboard,1,40,North
2025-05-06,Mouse,4,100,East
2025-05-06,Laptop,1,800,West
2025-05-06,Headphones,1,60,South
2025-05-06,Keyboard,1,40,North
2025-05-06,Monitor,2,400,West
2025-05-06,Monitor,4,800,South
2025-05-06,Laptop,2,1600,South
2025-05-06,Headphones,2,120,South
2025-05-07,Keyboard,3,120,North
2025-05-07,Laptop,4,3200,East
2025-05-07,Keyboard,1,40,East
2025-05-07,Laptop,3,2400,South
2025-05-07,Headphones,4,240,West
2025-05-07,Laptop,3,2400,North
2025-05-07,Laptop,2,1600,South
2025-05-07,Keyboard,1,40,West
2025-05-07,Laptop,1,800,East
2025-05-07,Keyboard,3,120,West
2025-05-07,Laptop,1,800,South
2025-05-07,Mouse,3,75,West
2025-05-07,Phone,4,2000,East
2025-05-07,Mouse,2,50,East
2025-05-07,Monitor,2,400,North
2025-05-07,Headphones,4,240,South
2025-05-07,Monitor,4,800,East
2025-05-07,Phone,2,1000,South
2025-05-07,Headphones,4,240,East
2025-05-07,Mouse,4,100,South
2025-05-07,Headphones,2,120,South
2025-05-07,Laptop,3,2400,West
2025-05-08,Headphones,2,120,South
2025-05-08,Laptop,1,800,North
2025-05-08,Monitor,3,600,North
2025-05-08,Laptop,4,3200,West
2025-05-08,Laptop,2,1600,North
2025-05-08,Laptop,2,1600,West
2025-05-08,Headphones,1,60,South
2025-05-08,Mouse,2,50,East
2025-05-08,Headphones,4,240,South
2025-05-08,Phone,4,2000,West
2025-05-08,Phone,4,2000,East
2025-05-08,Mouse,3,75,West
2025-05-08,Phone,2,1000,East
2025-05-08,Monitor,4,800,East
2025-05-08,Phone,1,500,North
2025-05-08,Keyboard,2,80,West
2025-05-08,Mouse,3,75,South
2025-05-08,Keyboard,4,160,East
2025-05-08,Laptop,3,2400,East
2025-05-08,Monitor,2,400,South
2025-05-08,Laptop,1,800,South
2025-05-08,Monitor,1,200,West
2025-05-08,Mouse,1,25,North
2025-05-08,Phone,4,2000,North
2025-05-08,Phone,3,1500,East
2025-05-08,Mouse,3,75,West
2025-05-08,Headphones,3,180,West
2025-05-08,Mouse,1,25,West
2025-05-08,Keyboard,4,160,East
2025-05-08,Phone,3,1500,North
2025-05-08,Mouse,1,25,East
2025-05-08,Phone,4,2000,West
2025-05-08,Laptop,1,800,East
2025-05-09,Mouse,4,100,South
2025-05-09,Phone,1,500,South
2025-05-09,Phone,3,1500,West
2025-05-09,Laptop,1,800,North
2025-05-09,Mouse,1,25,South
2025-05-09,Headphones,1,60,East
2025-05-09,Monitor,1,200,South
2025-05-09,Mouse,2,50,East
2025-05-09,Laptop,4,3200,East
2025-05-09,Headphones,2,120,North
2025-05-09,Monitor,1,200,North
2025-05-09,Mouse,3,75,North
2025-05-09,Monitor,4,800,East
2025-05-09,Mouse,1,25,East
2025-05-09,Mouse,2,50,North
2025-05-09,Monitor,4,800,South
2025-05-09,Monitor,2,400,South
2025-05-09,Laptop,2,1600,North
2025-05-09,Monitor,3,600,West
2025-05-09,Phone,3,1500,South
2025-05-09,Phone,2,1000,East
2025-05-09,Keyboard,3,120,West
2025-05-09,Phone,1,500,South
2025-05-09,Keyboard,3,120,South
2025-05-09,Monitor,3,600,East
2025-05-09,Monitor,3,600,South
2025-05-09,Keyboard,4,160,West
2025-05-09,Headphones,1,60,North
2025-05-09,Laptop,2,1600,North
2025-05-09,Headphones,3,180,South
2025-05-09,Phone,1,500,North
2025-05-09,Phone,2,1000,East
2025-05-09,Mouse,2,50,North
2025-05-10,Mouse,4,100,East
2025-05-10,Mouse,4,100,North
2025-05-10,Mouse,4,100,North
2025-05-10,Mouse,3,75,West
2025-05-10,Phone,1,500,East
2025-05-10,Mouse,1,25,South
2025-05-10,Laptop,3,2400,East
2025-05-10,Phone,1,500,East
2025-05-10,Mouse,1,25,North
2025-05-10,Monitor,1,200,East
2025-05-10,Laptop,3,2400,North
2025-05-10,Headphones,3,180,North
2025-05-10,Mouse,3,75,West
2025-05-10,Phone,4,2000,West
2025-05-10,Laptop,2,1600,West
2025-05-10,Laptop,4,3200,West
2025-05-10,Laptop,1,800,North
2025-05-10,Monitor,4,800,North
2025-05-10,Headphones,4,240,East
2025-05-10,Monitor,1,200,East
2025-05-10,Monitor,1,200,East
2025-05-11,Phone,1,500,North
2025-05-11,Headphones,3,180,North
2025-05-11,Monitor,2,400,North
2025-05-11,Phone,3,1500,West
2025-05-11,Phone,4,2000,West
2025-05-11,Monitor,2,400,West
2025-05-11,Laptop,4,3200,West
2025-05-11,Keyboard,4,160,North
2025-05-11,Laptop,1,800,South
2025-05-11,Phone,1,500,North
2025-05-11,Monitor,3,600,West
2025-05-11,Mouse,3,75,South
2025-05-11,Mouse,3,75,East
2025-05-11,Headphones,2,120,South
2025-05-11,Headphones,3,180,South
2025-05-11,Keyboard,3,120,West
2025-05-11,Keyboard,3,120,South
2025-05-11,Headphones,4,240,East
2025-05-11,Monitor,3,600,South
2025-05-11,Monitor,4,800,North
2025-05-11,Laptop,4,3200,East
2025-05-11,Keyboard,2,80,North
2025-05-11,Laptop,4,3200,West
2025-05-11,Laptop,2,1600,South
2025-05-11,Mouse,4,100,North
2025-05-11,Monitor,3,600,West
2025-05-11,Phone,4,2000,North
2025-05-11,Headphones,1,60,East
2025-05-11,Keyboard,1,40,East
2025-05-11,Keyboard,1,40,East
2025-05-11,Keyboard,2,80,North
2025-05-11,Phone,1,500,West
2025-05-11,Headphones,1,60,West
2025-05-11,Phone,4,2000,South
2025-05-11,Mouse,1,25,South
2025-05-11,Monitor,2,400,West
2025-05-11,Phone,1,500,North
2025-05-11,Headphones,2,120,West
2025-05-12,Headphones,1,60,West
2025-05-12,Mouse,3,75,South
2025-05-12,Monitor,2,400,West
2025-05-12,Phone,4,2000,East
2025-05-12,Laptop,2,1600,South
2025-05-12,Phone,4,2000,East
2025-05-12,Phone,3,1500,South
2025-05-12,Monitor,4,800,North
2025-05-12,Monitor,2,400,North
2025-05-12,Headphones,2,120,East
2025-05-12,Monitor,1,200,North
2025-05-12,Monitor,1,200,West
2025-05-12,Keyboard,1,40,South
2025-05-12,Monitor,1,200,East
2025-05-12,Keyboard,3,120,South
2025-05-12,Phone,3,1500,North
2025-05-12,Keyboard,4,160,East
2025-05-12,Monitor,4,800,West
2025-05-12,Phone,1,500,West
2025-05-12,Keyboard,1,40,West
2025-05-12,Laptop,1,800,East
2025-05-12,Monitor,2,400,North
2025-05-12,Mouse,4,100,East
2025-05-12,Mouse,4,100,West
2025-05-12,Monitor,2,400,West
2025-05-12,Monitor,1,200,West
2025-05-12,Monitor,3,600,West
2025-05-13,Mouse,3,75,West
2025-05-13,Mouse,2,50,South
2025-05-13,Phone,4,2000,East
2025-05-13,Laptop,2,1600,North
2025-05-13,Monitor,4,800,East
2025-05-13,Keyboard,4,160,East
2025-05-13,Mouse,3,75,East
2025-05-13,Mouse,2,50,East
2025-05-13,Mouse,3,75,East
2025-05-13,Mouse,1,25,North
2025-05-13,Headphones,4,240,East
2025-05-13,Headphones,1,60,East
2025-05-13,Monitor,3,600,South
2025-05-13,Keyboard,4,160,North
2025-05-13,Headphones,2,120,South
2025-05-13,Monitor,4,800,South
2025-05-13,Laptop,4,3200,West
2025-05-13,Headphones,2,120,East
2025-05-13,Headphones,4,240,North
2025-05-13,Mouse,1,25,South
2025-05-13,Headphones,1,60,West
2025-05-13,Mouse,1,25,East
2025-05-13,Headphones,3,180,South
2025-05-13,Phone,1,500,East
2025-05-13,Laptop,4,3200,West
2025-05-13,Headphones,3,180,West
2025-05-13,Headphones,2,120,South
2025-05-14,Headphones,1,60,East
2025-05-14,Mouse,4,100,South
2025-05-14,Keyboard,2,80,North
2025-05-14,Phone,4,2000,South
2025-05-14,Laptop,2,1600,East
2025-05-14,Headphones,1,60,South
2025-05-14,Headphones,3,180,South
2025-05-14,Phone,4,2000,East
2025-05-14,Headphones,1,60,West
2025-05-14,Mouse,3,75,North
2025-05-14,Headphones,3,180,North
2025-05-14,Laptop,2,1600,South
2025-05-14,Monitor,3,600,North
2025-05-14,Keyboard,1,40,East
2025-05-14,Keyboard,2,80,South
2025-05-14,Phone,3,1500,North
2025-05-14,Mouse,2,50,South
2025-05-14,Phone,4,2000,South
2025-05-14,Laptop,3,2400,East
2025-05-14,Headphones,3,180,West
2025-05-14,Monitor,4,800,South
2025-05-14,Monitor,3,600,West
2025-05-14,Phone,2,1000,North
2025-05-14,Mouse,2,50,North
2025-05-15,Monitor,2,400,West
2025-05-15,Monitor,2,400,East
2025-05-15,Keyboard,4,160,East
2025-05-15,Monitor,4,800,West
2025-05-15,Mouse,4,100,South
2025-05-15,Monitor,1,200,West
2025-05-15,Keyboard,4,160,East
2025-05-15,Monitor,2,400,East
2025-05-15,Mouse,3,75,East
2025-05-15,Headphones,1,60,East
2025-05-15,Laptop,3,2400,East
2025-05-15,Keyboard,1,40,South
2025-05-15,Laptop,3,2400,East
2025-05-15,Laptop,4,3200,East
2025-05-15,Mouse,2,50,South
2025-05-15,Keyboard,4,160,East
2025-05-15,Mouse,3,75,West
2025-05-15,Laptop,1,800,West
2025-05-15,Phone,2,1000,North
2025-05-15,Headphones,2,120,East
2025-05-15,Phone,2,1000,East
2025-05-15,Keyboard,2,80,South
2025-05-15,Headphones,4,240,South
2025-05-15,Monitor,4,800,South
2025-05-15,Keyboard,3,120,North
2025-05-15,Keyboard,3,120,North
2025-05-15,Monitor,1,200,West
2025-05-15,Keyboard,4,160,East
2025-05-15,Headphones,2,120,West
2025-05-15,Mouse,2,50,West
2025-05-15,Keyboard,2,80,East
2025-05-15,Keyboard,1,40,West
2025-05-15,Mouse,1,25,West
2025-05-15,Keyboard,1,40,South
2025-05-15,Monitor,4,800,East
2025-05-15,Phone,4,2000,South
2025-05-16,Headphones,4,240,South
2025-05-16,Monitor,1,200,West
2025-05-16,Monitor,2,400,West
2025-05-16,Monitor,4,800,East
2025-05-16,Keyboard,4,160,West
2025-05-16,Monitor,3,600,North
2025-05-16,Laptop,3,2400,East
2025-05-16,Phone,1,500,East
2025-05-16,Phone,1,500,West
2025-05-16,Phone,1,500,South
2025-05-16,Mouse,1,25,West
2025-05-16,Phone,3,1500,West
2025-05-16,Laptop,3,2400,South
2025-05-16,Mouse,1,25,West
2025-05-16,Laptop,4,3200,West
2025-05-16,Phone,3,1500,North
2025-05-16,Phone,1,500,West
2025-05-16,Laptop,3,2400,West
2025-05-16,Keyboard,2,80,East
2025-05-16,Keyboard,3,120,North
2025-05-16,Headphones,4,240,South
2025-05-17,Keyboard,3,120,North
2025-05-17,Monitor,4,800,North
2025-05-17,Mouse,1,25,North
2025-05-17,Mouse,2,50,East
2025-05-17,Mouse,1,25,West
2025-05-17,Phone,2,1000,East
2025-05-17,Monitor,4,800,West
2025-05-17,Laptop,1,800,West
2025-05-17,Headphones,2,120,East
2025-05-17,Monitor,4,800,West
2025-05-17,Mouse,2,50,East
2025-05-17,Keyboard,3,120,North
2025-05-17,Monitor,2,400,West
2025-05-17,Monitor,4,800,North
2025-05-17,Monitor,4,800,East
2025-05-17,Monitor,1,200,South
2025-05-17,Monitor,4,800,East
2025-05-17,Phone,3,1500,West
2025-05-17,Headphones,4,240,North
2025-05-17,Headphones,3,180,North
2025-05-17,Mouse,2,50,West
2025-05-17,Laptop,3,2400,North
2025-05-17,Monitor,1,200,South
2025-05-17,Keyboard,3,120,East
2025-05-17,Monitor,4,800,North
2025-05-17,Mouse,3,75,South
2025-05-17,Phone,1,500,West
2025-05-17,Keyboard,1,40,North
2025-05-17,Monitor,4,800,North
2025-05-17,Laptop,3,2400,North
2025-05-17,Laptop,4,3200,South
2025-05-17,Phone,3,1500,North
2025-05-17,Monitor,4,800,West
2025-05-17,Headphones,2,120,East
2025-05-17,Headphones,1,60,East
2025-05-18,Laptop,4,3200,North
2025-05-18,Mouse,4,100,East
2025-05-18,Phone,2,1000,South
2025-05-18,Laptop,2,1600,East
2025-05-18,Mouse,4,100,South
2025-05-18,Mouse,2,50,South
2025-05-18,Phone,1,500,East
2025-05-18,Mouse,2,50,North
2025-05-18,Laptop,4,3200,East
2025-05-18,Keyboard,3,120,North
2025-05-18,Keyboard,2,80,West
2025-05-18,Mouse,3,75,West
2025-05-18,Keyboard,2,80,North
2025-05-18,Laptop,4,3200,North
2025-05-18,Monitor,3,600,North
2025-05-18,Keyboard,3,120,East
2025-05-18,Phone,4,2000,North
2025-05-18,Keyboard,1,40,North
2025-05-18,Monitor,1,200,North
2025-05-18,Headphones,2,120,West
2025-05-18,Laptop,3,2400,West
2025-05-18,Phone,2,1000,East
2025-05-18,Headphones,3,180,East
2025-05-18,Laptop,1,800,West
2025-05-19,Monitor,2,400,South
2025-05-19,Monitor,1,200,North
2025-05-19,Headphones,2,120,West
2025-05-19,Laptop,1,800,East
2025-05-19,Headphones,3,180,West
2025-05-19,Laptop,1,800,East
2025-05-19,Phone,3,1500,West
2025-05-19,Headphones,3,180,West
2025-05-19,Headphones,1,60,South
2025-05-19,Headphones,4,240,South
2025-05-19,Keyboard,2,80,South
2025-05-19,Mouse,3,75,West
2025-05-19,Keyboard,2,80,South
2025-05-19,Laptop,3,2400,West
2025-05-19,Phone,1,500,West
2025-05-19,Phone,4,2000,North
2025-05-19,Laptop,4,3200,East
2025-05-19,Keyboard,2,80,East
2025-05-19,Phone,4,2000,East
2025-05-19,Monitor,4,800,West
2025-05-19,Headphones,4,240,North
2025-05-19,Phone,2,1000,West
2025-05-19,Laptop,3,2400,West
2025-05-19,Phone,4,2000,South
2025-05-19,Keyboard,3,120,North
2025-05-19,Keyboard,3,120,West
2025-05-19,Monitor,1,200,North
2025-05-20,Headphones,2,120,West
2025-05-20,Monitor,2,400,South
2025-05-20,Laptop,2,1600,West
2025-05-20,Phone,3,1500,East
2025-05-20,Mouse,3,75,South
2025-05-20,Headphones,4,240,North
2025-05-20,Headphones,4,240,North
2025-05-20,Mouse,4,100,South
2025-05-20,Phone,3,1500,East
2025-05-20,Phone,4,2000,West
2025-05-20,Keyboard,3,120,West
2025-05-20,Laptop,2,1600,North
2025-05-20,Phone,2,1000,East
2025-05-20,Phone,1,500,North
2025-05-20,Keyboard,1,40,West
2025-05-20,Monitor,1,200,South
2025-05-20,Mouse,1,25,West
2025-05-20,Monitor,1,200,East
2025-05-20,Phone,2,1000,South
2025-05-20,Keyboard,3,120,South
2025-05-20,Laptop,1,800,West
2025-05-21,Monitor,1,200,East
2025-05-21,Keyboard,3,120,East
2025-05-21,Keyboard,3,120,South
2025-05-21,Mouse,4,100,East
2025-05-21,Monitor,4,800,East
2025-05-21,Headphones,4,240,South
2025-05-21,Phone,1,500,West
2025-05-21,Laptop,4,3200,East
2025-05-21,Headphones,1,60,West
2025-05-21,Mouse,2,50,North
2025-05-21,Mouse,3,75,North
2025-05-21,Headphones,1,60,South
2025-05-21,Mouse,1,25,North
2025-05-21,Headphones,4,240,South
2025-05-21,Laptop,4,3200,West
2025-05-21,Headphones,2,120,East
2025-05-21,Keyboard,4,160,West
2025-05-21,Phone,1,500,East
2025-05-21,Mouse,1,25,South
2025-05-21,Keyboard,2,80,South
2025-05-21,Laptop,3,2400,East
2025-05-21,Phone,1,500,West
2025-05-21,Phone,3,1500,East
2025-05-21,Keyboard,1,40,West
2025-05-22,Monitor,4,800,North
2025-05-22,Laptop,1,800,North
2025-05-22,Phone,2,1000,South
2025-05-22,Mouse,3,75,North
2025-05-22,Monitor,2,400,East
2025-05-22,Mouse,4,100,West
2025-05-22,Monitor,3,600,North
2025-05-22,Laptop,2,1600,South
2025-05-22,Mouse,1,25,South
2025-05-22,Laptop,4,3200,South
2025-05-22,Mouse,2,50,East
2025-05-22,Monitor,2,400,East
2025-05-22,Mouse,3,75,South
2025-05-22,Mouse,3,75,North
2025-05-22,Laptop,3,2400,North
2025-05-22,Headphones,4,240,South
2025-05-22,Mouse,2,50,South
2025-05-22,Laptop,3,2400,North
2025-05-22,Phone,2,1000,East
2025-05-22,Mouse,2,50,West
2025-05-23,Monitor,3,600,West
2025-05-23,Phone,2,1000,West
2025-05-23,Laptop,1,800,South
2025-05-23,Monitor,1,200,East
2025-05-23,Keyboard,3,120,East
2025-05-23,Headphones,3,180,East
2025-05-23,Keyboard,3,120,North
2025-05-23,Headphones,3,180,West
2025-05-23,Keyboard,3,120,West
2025-05-23,Phone,4,2000,West
2025-05-23,Mouse,1,25,North
2025-05-23,Headphones,2,120,North
2025-05-23,Headphones,4,240,West
2025-05-23,Mouse,2,50,South
2025-05-23,Monitor,1,200,West
2025-05-23,Monitor,4,800,West
2025-05-23,Headphones,4,240,West
2025-05-23,Monitor,4,800,North
2025-05-23,Phone,4,2000,West
